brand,dealer_name,district,email_id,full_address,manufacturer_unique_id,phone_number,pincode,state,store_name
MAXXIS, Bimal Patel,Dhanera,," B/S Vishvakarma Temple, Tharad Road ",3021, 9979874939, 385310,Gujarat,Gajanand Tyres
MAXXIS, Harsh Patel,Dhansura,," Shop 3 ,Opp.Ayodhya Nagar Socity,Kapadvanj Road ,Dhansura,Gujarat ",3939, 9924612143, 383310,Gujarat,H.N.Enterprises
MAXXIS, Mukesh Vaihnani,Dharampur,," Shop No.5, Smsm High School Centre, Near Tin Daravaja ",2796, 9979919654, 396050,Gujarat,Akshar Enterprise
MAXXIS, Hashubhai Hashubhai,Dhari,," Shop No 2, N.g. Centre, Sarakar  Shopi, Nr S.t. Depo ",2365, 9428798550, ,Gujarat,Shree Mahavir Tyres
MAXXIS, Piyusbhai Patel,Dhoraji,, Rajkot Dhoraji Highway ,2362, 9898407290, ,Gujarat,Jamuna Auto
MAXXIS, Prakashbhai P,Diu,, Opp Bus Stand ,2363, 9898534048, ,Gujarat,Maruti Auto Spare
MAXXIS, Chetanbhai Gohel,Dwarka,, Opp Iskon Gate ,2364, 7600571001, ,Gujarat,Shri Avalma Oil Center 
MAXXIS, Deepak Goplani,Gandhidham,," Plot No. 297, Shop 8, Grain Seeds ,Old Ct Rd, Sector 1A ",2366, 9898962673, 370201,Gujarat,Jayesh Automobile
MAXXIS, Karan Ganatra,Gandhidham,," PLOT NO.152, SECTOR-1/A,TAGORE ROAD,GANDHIDHAM,KUTCH 370201 ",5264, 9825208422, 370201,Gujarat,SWASTIK AUTOLINK
MAXXIS, RAGHUVIRSINH CHAUHAN,GANDHINAGAR,," PLOT NO-18, , NR.G.T.S.,SECTOR-30,GANDHINAGAR",5138, 9904761296, 382030,Gujarat,KOMFORT AUTOMOBILES
MAXXIS, Prasad Balm Nair,Gandhinagar,," Rakhiyal ,Gandhinagar, Gujarat  , Rakhiyal ,Gandhinagar, Gujarat ",3908, 9879242069, 382315,Gujarat,Malabar Traders
MAXXIS, Rahul Bhavsar,Gandhinagar,," Near Bapasiturum Muthui, 554-555, Behind Arya Samaj Temple, Apna Bazar, District Shopping Centre,Gandhi Nagar, G Rd, Sector 24 ",2709, 9925236752, 382024,Gujarat,Shiv Shakti Auto Tyre
MAXXIS, Lalsinh Rajput,Gandhinagar,," Hazrat Balapir Dargah, Adalaj Gam Char Rasta, District- Gandhinagar ",5620, 9904879844, 382421,Gujarat,Shree Harsiddhi Auto Tyre
MAXXIS, Bharat Desai,Gandhinagar,," 13, Hariom Flats, Panchvati, Kalol ",2710, 9624088477, ,Gujarat,Shubh Lubricants
MAXXIS, Safudinbhai Laxmidhar,Gariyadhar,, Vav Darvaja Bahar ,2369, 8460367952, ,Gujarat,Saifee Cycle Store
MAXXIS, Dineshbhai Kachhar,Ghada,, Botad Road Ghada ,2370, 9426261595, ,Gujarat,Hari Narayan Tyres
MAXXIS, Vishalbhai Vasani,Ghadhshisha,," Krishna Madhav Complex, 1, Ambica Nagar  ",2367, 9925314560, ,Gujarat,Vasani Tyre Point
MAXXIS, NAVREJKHAN PATHAN,GODHRA,," NEAR R. B. CARS , BAVADI BUZURG,DAHOD ROAD",5173, 9662642233, 389001,Gujarat,MUNDA YAMAHA
MAXXIS, Bhavinbhai Udeshi,Gondal,, Kailash Baug Road ,2235, 9824539212, 360311,Gujarat,M G Chokshi And Co
MAXXIS, Bhavinbhai Udeshi,Gondal,," Vijayraj Supermarket, Kailash Baug Road, Near Court ",2368, 9824539212, 360311,Gujarat,M.g.choksi & Co.
MAXXIS, Pradeep A. Patel,Gozariya,," State Hiway Road,Neat By Siddnath Petrol Pump,Dist-Mehsana,Gozariya,Gujrat , State Hiway Road,Neat By Siddnath Petrol Pump,Dist-Mehsana,Gozariya,Gujrat",3841, 9427209152, 382270,Gujarat,Laxmi Tyre Re-Traders
MAXXIS, JIGNESH PATEL,HIMATNAGAR,," NEAR MOTIPURA CIRCLE , HIMATNAGAR",5137, 9427618491, 383001,Gujarat,EXPERT AUTO ENGINEERING WORKS
MAXXIS, CHETAN PATEL,HIMATNAGAR,," 8-UMA COMPLEX , SHAMLAJ HIGHWAY",3638, 9033371116, 383001,Gujarat,NIRAV TYRE
MAXXIS, Jitendra Bhai Patel,Idar,," Lethwala Shopping Mall, Idar Himatnagar Highway, Dist- Sabarkantha ,City- Idar, Gujarat , Lethwala Shopping Mall, Idar Himatnagar Highway, Dist- Sabarkantha ,City- Idar, Gujarat",3806, 9726663965, 383430,Gujarat,Anant Tyre House
MAXXIS, Girdharbhai Patel,Jamnagar,, Opp Patel Park ,2373, 9909149968, ,Gujarat,Foram Enterprise
MAXXIS, Amtbhai Mange,Jamnagar,," S.v. Road, Jamnagar ",2371, 8849897245, ,Gujarat,Hari Om Enterprise
MAXXIS, Ronakbhai Bathiya,Jamnagar,," Opp. Milestone Complex, K V Road  ",2374, 9426343222, 361001,Gujarat,Laxmidas And Sons
MAXXIS, Girishbhai Chandra,Jamnagar,, S.v. Road ,2372, 9824080765, ,Gujarat,Shree Chandra Sales
MAXXIS, Ashishbhai Ramani,Jasdan,," Kandpar Road, Jasdan ",2379, 9998072777, ,Gujarat,Ramani Agri Exim
MAXXIS, Jayubha Ahir,Jasdan,," Near Old Bus Stand, Jasdan  ",2380, 9824208954, ,Gujarat,Shree Chamunda Tyres
MAXXIS, Ashwinbhai Patel,Jetpur,, Opp.chandra Moleshwar Mandir ,2375, 9825709436, ,Gujarat,Khodiyar Cycle Stores
MAXXIS, Biju Nair,Jhalod,,  ,3567, 9924092377, 389170,Gujarat,Adil Tyres
MAXXIS, Mohitbhai Patel,Junagadh,, Near Kalva Chowk ,2377, 9408555414, ,Gujarat,Balkrushna Auto Tyre
MAXXIS, Jigneshbhai Hindocha,Junagadh,," Rajkot Junagadh Highway, Opp Sakar Baug ",2376, 9879730820, ,Gujarat,Jalaram Motor Store
MAXXIS, Chetanbhai Gohel,Junagadh,," Rajkot Junagadh Highway,Opp Laxmi Petrol Pump, Dalpura ",2378, 7600571001, 362001,Gujarat,Shree Ghanshyam Tyres
MAXXIS, Anilbhai Patodiya,Junagadh,," Jayshree Talkies Road, Junagadh ",2382, 9428573007, ,Gujarat,Universal Engineering 
MAXXIS, Yogesh Patel,Kalol,," 4, Krishna Complex, opp. Gayatri Temple , Kalol Highway",4465, 9924393298, 382721,Gujarat,Omkar Tyre Service
MAXXIS, Mahesh Bhai J.Panchal,Kapadvanj,," 11, Triveni Park Shopping Center, Nadiad Road, Kapadwanj, Kheda , 11, Triveni Park Shopping Center, Nadiad Road, Kapadwanj, Kheda",3701, 9824623890, 387620,Gujarat,Shayona Auto Enterprise 
MAXXIS, Ashish Prajapati,Karjan,," 4-5, Shriji Park, Opp. Ashirvad Hall, Nh No. 8  ",2725, 9898531878, 391240,Gujarat,Ashish Sales Corporation
MAXXIS, Chiragbhai Patel,Keshod,, Keshod Veraval Highway ,2381, 9426171246, ,Gujarat,A-One Tyres
MAXXIS, Ashwinbhai Kamani,Keshod,, Opp State Bank Mangrol Road    ,2383, 9909231562, ,Gujarat,Krishna Tyre Agency
MAXXIS, Nidhish Nair,Khambhat,," ANAND TYRES NEAR GOPAL CINEMA , METPUR ROAD KHAMBHAT",3637, 9898378575, 388620,Gujarat,Anand Tyres
MAXXIS, Ram Kumar,Kheda,," New Collecter Office, Yogi Nagar, Near G.e.b, Dabhan Road, Nadiad ",3024, 9924877297, 387002,Gujarat,Shree Mahesh Tyres Alignment & Balancing
MAXXIS, Dharmesh Dama,Khergam,," Patel Chamber, Nawa Rd , Near Ridhi Auto, District Navsari,At Post- Khergam, Khergam Gujarat ",4253, 9898928346, 396040,Gujarat,Valsad Tyre
MAXXIS, Girishbhai Shah,Kodinar,," Mood Dwarka Road, Kodinar ",2384, 9428240212, ,Gujarat,Kodinar Tyre
MAXXIS, Mr. Vajrangbhai,Kodinar,," Sugar Factory Shopping Center, Shop No 67, , Veraval Highway, Kodinar",4958, 9277307264, 362720,Gujarat,Shree Shakti Tyres
MAXXIS, ASIF BHAIYAT,Koshamba,, Koshamba ,5036, 9909161428, 394120,Gujarat,BHAIYAT TYRE AND SERVICES
MAXXIS, Shabbir Jungbari,Kutch,," Jain Dharamshala Road, Near Sea View Hotel, Mandvi ",3361, 9725356729, 370465,Gujarat,Al Noor Tyres
MAXXIS, Ramjibhai Ahir,Kutch,," Shop No.8, Ashok Taluk Guest House, Kandla National Highway, Samakhiali ",2403, 9825196033, 370140,Gujarat,Chamunda Enterprise
MAXXIS, Yogesh Bhavsar,Mahesana,," Opp. Prajapati Samajwadi, Ambaji Road, Satlasan ",3020, 9427287509, 382710,Gujarat,Shree Mahalaxmi Oil & Tyres
MAXXIS, Mr. Shoaib,Mahuva,," Shop No-15-16, Shivanjali Complex , Miyapur Char Rasta , Opp.Reliance Petrol Pump, Dist Surat",4556, 9624026786, 364290,Gujarat,Hafiz Tyre Service And Spare Parts
MAXXIS, Bhaveshbhai Kapadiya,Mahuva,, Near Meghdhoot Cinema ,2385, 9824994616, ,Gujarat,Pavan Tyres
MAXXIS, Hiteshbhai Mehta,Mandvi,, Opp District Court ,2386, 9898141365, ,Gujarat,Raj Auto Agency
MAXXIS, Vijay Patel,Mehsana,," Opp. Dudhsagar Dairy, Near Sahyog Karyalay, Shankar Nagar Society ",2901, 9898979874, 384001,Gujarat,Gajanand Tyre
MAXXIS, Patel Suresh kumar,Mehsana,," G-39, Pancharatn Complex,NR-Raj Kamal Petro Pump,Highway Road, Modhera Cir, Mehsana 2, Gujarat , G-39, Pancharatn Complex,NR-Raj Kamal Petro Pump,Highway Road, Modhera Cir, Mehsana 2, Gujarat",3731, 9879006766, 384002,Gujarat,Vikas Tyres Sales Corporation
MAXXIS, nirav  panchal,Mhudha,, 34syhyam aerced mhudha chokdi mhudha ,4442, 9898322126, 387315,Gujarat,Aadhyaskti tyre&oill
MAXXIS, Yagnesh Patel,MODASA,," 1, Chaturbhuj Complex, Opp Nandu Bati, Ganeshpura (Hajira, Farms Area, Om Nagar Society ",3795, 9825223560, 383315,Gujarat,Janavi Tyres
MAXXIS, Dron chaudhari,Modasa,," B/h hero showroom, vishwakarma nagar , Modasa shamlaji road 383316",4013, 9106265649, 383315,Gujarat,Purusharth
MAXXIS, Vishal Patel,Morbi,," Savsar Plot 4, Below Prabhat Hospital, Near Dr. Bhilasaheb Clinic, Near Old Bus Stand ",2388, 9825391258, 363641,Gujarat,Navdurga Tyres & Auto Part
MAXXIS, Mital Ramolia,Morbi,," Shop No. 14 & 15, Bhagwati Chember, Trajpar, Nh 8A, Anand Nagar ",2916, 9925052791, 363642,Gujarat,Shree Krishna Tyre Sales Corporation
MAXXIS, Mayur  Ramoliya,Morbi,," Shop No. 106-107, Vorabaugh Shopping Center, Opp. Mahendrasinhji Hospital, Near Genda Circle, Anand Nagar ",2272, 9898685800, 363641,Gujarat,Vikas Tyres
MAXXIS, Sadikbhai Khoza,Mundra,, Bus Stand Road Mundra ,2387, 9726689689, ,Gujarat,Janta Auto Care
MAXXIS, Dhaval Bhai,Nadiad,," Near Sardar Patel Bhavan, Subhash Nagar, Abc Block Mill Road ",2742, 9825797759, 387001,Gujarat,Verma Tyres
MAXXIS, Chetan Patel,Narmada,," Rajendra Nagar Society, Mahavidhyalaya Road, Santosh Cross Road, Rajpipla ",2857, 9925634735, 393145,Gujarat,Narmada Tyes
MAXXIS, Manish Khant,Nikol/Ahmedabad,," Shop No-17 Shyam Arkade,Near Gangotri Cercle ,Opp.Devi Cycle Nikol,Ahmedabad Gujarat , Shop No-17 Shyam Arkade,Near Gangotri Cercle ,Opp.Devi Cycle Nikol,Ahmedabad Gujarat",3801, 9601554725, 382350,Gujarat, Shree Nath ji Tyre point 
MAXXIS, Arvind Prajapati,Palanpur,," Sanjay Chowk, Amir Road Char Rasta ",2730, 9879335521, 385001,Gujarat,Lucky Cycle Works
MAXXIS, Mr. Amitbhai Bhagabhai Parmar,Palitana,," Opp. Bus Stand, S. P. Mehta Shopping Centre, , Palitana, Dist - Bhavnagar",5076, 9898641273, 364270,Gujarat,Sankar Cycle Service
MAXXIS, Hasmukh  Patel,Palsana,," R K Comolex, Palsana Char Rasta Ta ",2795, 9879851089, 394315,Gujarat,Pramukh Tyres
MAXXIS, Ritesh Bhai,Patan,," Muni Shop No. 11, Bagwada Darwaja  ",2724, 9974137208, 384265,Gujarat,Ambika Auto Center
MAXXIS, Mukund Bhai  Bhatia,Patan,," Patan Siddhpur Highway Cross Road, Nr.  G.i.d.c Patan, Vishnunagar ",2895, 9879278917, 384265,Gujarat,Bhatia Tyre Remoulding Works
MAXXIS, Yogeshbhai Tanna,Porbandar,," Bhadrakali Road, Old Kumhad Wada, Thakar Plot ",2391, 9067088200, 360575,Gujarat,Ashirwad Agency
MAXXIS, Mahindrabhai Kotecha,Porbandar,," M G Road, Opp M G Cricket Ground  ",2390, 9408947510, ,Gujarat,Soham Agency
MAXXIS, Abdul Rasul,Prantij,," 15,Rirman Complex,Approch Road Opp HDFC Bank Prantij  Gujarat , 15,Rirman Complex,Approch Road Opp HDFC Bank Prantij  Gujarat",3718, 9898672368, 383205,Gujarat,Unique Tyres
MAXXIS, Gordhanbhai Kariya,Rajkot,," Opp. Lodhavad Police Station, Bhutkhana Chowk ",2394, 9408523719, ,Gujarat,Accurate Agency
MAXXIS, Hitmatbhai Chavda,Rajkot,," Opp. Perfect Nexa Showroom, Khodiyar Complex, Kotharia, Gondal Rd, Vavdi ",2398, 9925609090, 360004,Gujarat,Amar Tyre
MAXXIS, Pradip Gandhi,Rajkot,," 23,Vijay Plot, Opp. Aakansha Complex, Gondal Road ",2397, 9427223347, ,Gujarat,Amit Tyre
MAXXIS, Vishalbhai Vadoliya,Rajkot,," Opp. Rajkamal Petrol Pump, Gondal Road ",2393, 9879423745, ,Gujarat,Amrut Enterprise
MAXXIS, Mr.Vimalbhai pipaliya,Rajkot,," S-37, Opp. Sardar Vallabhbhai Patel Aavak Geat, , New Marketing Yard, Bedi, Rajkot",4971, 9601512354, 360003,Gujarat,Balaji Tyre & Oil
MAXXIS, Hitesh S,Rajkot,," Shop No. 17, Meera Park, Near New Water Tank, Pedak Road ",2865, 9427425258, 360002,Gujarat,Chamunda Auto And Tyre Service
MAXXIS, KRUNAL SANTOKI,RAJKOT,," Opp. Seasons 3 Restaurant, Nana Mava Main Road ",5146, 9687777074, 360005,Gujarat,CLASSICMOTOCORP
MAXXIS, Manishbhai Patel,Rajkot,," Rajmarg, Upleta Lati Plot, Near Bus Stand Chowk ",2406, 9426226137, 360490,Gujarat,Gokul Tyre
MAXXIS, Bimal Dasani,Rajkot,," Balashram Building, Near Suryakant Hotel, Gondal Road, Vijay Plot, Bhakti Nagar ",2839, 9825217910, 360002,Gujarat,Jagdish Tyres
MAXXIS, Vitthalbhai Patel,Rajkot,, Kanak Road Rajkot ,2399, 9909899062, ,Gujarat,Jyoti Enggineering
MAXXIS, Jayeshbhai Kalyani,Rajkot,," Opposite Suryakant Hotel, Gondal Rd, Vijay Plot, Bhakti Nagar ",2234, 9662972284, 360002,Gujarat,R.r.p Agency
MAXXIS, Vipulbhai Patel,Rajkot,, Chandreshnagar Main Road ,2396, 9428010617, ,Gujarat,Radhe Auto Parts
MAXXIS, Jayeshbhai Kalyani,Rajkot,," Shop 2, Gondal Rd, Opposite Suryakant Hotel, Vijay Plot, Bhakti Nagar ",2392, 9662972284, 360002,Gujarat,Rrp Agency
MAXXIS, Bhavik Gandhi,Rajkot,," Near Marketing Yard, Main Road, Near Rto ",3561, 9265816229, 360002,Gujarat,Sandip Tyres
MAXXIS, Pravinbhai Prajapati,Rajkot,," Marketing Yard, Mulidhar Agro, Near Shakbhaji Vibhag, Aji Industrial Area, Aji Industrial Area, Sadar ",2395, 9925500156, 360003,Gujarat,Shree Barad Agency
MAXXIS, Hareshbhai Ahir,Rajkot,, Ahmedabad Rajkot Near Kathoriya Main Road ,2400, 9824816146, ,Gujarat,Shree Kishna Co-Op.
MAXXIS, Ramnikbhai L,Rapar,," Chitrod Road , Nr. Power House,Rapar-Pragpar Hwy ",2401, 9879192231, 370165,Gujarat,Shree General Motors
MAXXIS, Anooj Patel,Sabarkantha,," Shop No. 11-12, Near Over Bridge, N.h-8, Siddhi Vinayak Complex, Prantij ",2715, 9904040464, 383205,Gujarat,Anooj Automobiles
MAXXIS, Shailesh Patel,Sabarkantha,," 11/12, Sidhi Vinayak Complex, National Highway - 48, Prantij ",2900, 9626342012, 383205,Gujarat,Anuj Automobiles
MAXXIS, Chetan Patel,Sabarkantha,," Shop No. 8, Uma Complex, Samalaji Highway, Motipura, Sabarkantha, Sundervan Society, Motipura, Himmatnagar ",2733, 9429447509, 383001,Gujarat,Nirav Tyres
MAXXIS, Wasim Memon,Sabarkantha,," Near New Police Station, Mahesana - Visnagar - Ambaji Highway, Idar ",2917, 9898194385, 384001,Gujarat,Tyre House
MAXXIS, Sohil Mirani,Sanand,," Nr Jain Wadi, Sanand Viramgam Highway ",2731, 9898148588, ,Gujarat,Mirani Enterprise
MAXXIS, Sohil Mirani,Sanand,, Sanand ,4256, 9898148588, 382110,Gujarat,Mirani Enterprise
MAXXIS, Yuvrajsinh Dasundi,Santrampur,," Hp gas office near Zalod road Pratappura Santrampur , Santrampur",5239, 9726656271, 389260,Gujarat,Mahadev enterprise
MAXXIS, Patel Rinkesh Bhai,Satlasana,,"  Ambaji Highway ,Satlasana Martek,Dist-Mehsana,Satlasana Gujarat ",3942, 9512071516, 384330,Gujarat,Diamond Tyre House
MAXXIS, Chandrakantbhai Trivedi,Savarkundla,, Bus Stand Road ,2402, 9924058659, ,Gujarat,Chandrakant Traders
MAXXIS, Ashok Rathod,Shihor,," Shree Bajrang Complex,Vadla Chowk,Opp. J.j.mehta Girl's High Shcool, Riddhi-Siddhi Society ",3613, 9427888333, 364240,Gujarat,Shree Bajrang Tyres
MAXXIS, Dipak Bhai Kachhadiya,Surat,," Block 68,Near BPCL Petrol Pump, Nana Varacha Road ",5298, 7069050601, 395006,Gujarat,Amideep Automobile
MAXXIS, Nilesh Bhai,Surat,," G-2,RAM COMPLEX,RAM NAGAR SOCIETY ",4948, 8511307191, 395001,Gujarat,ARVIND CYCLE
MAXXIS, ALPESHKUMAR PATEL,SURAT,," L 6,LAKVEAU APP , ICHANATH",5060, 7069843404, 395007,Gujarat,BALAJI AUTO PARTS
MAXXIS, SANDIP PATOLIYA,SURAT,," BESIDE VARACHHA BANK PUNAGAM , PUNA PATIYA, ",4986, 9099749974, 395010,Gujarat,DHYANI TYRE
MAXXIS, Jigan C.h,Surat,," D 1-2, Galaxy Shopping Centre, Opp. New Bus Stand, Bardoli ",2788, 9879548092, 394650		,Gujarat,Jai Bhavani Tyres 
MAXXIS, ALPESHBHAI CHUDASAMA,SURAT,," Dukan No-3 Natvarnagar Madinagar Ke Pas , Simadanaka",5053, 9824454860, 395006,Gujarat,Jay Khodiyar Cycle Mart
MAXXIS, Mr. Vijay,Surat,," G-25-26,Vesu Road,Surat ",4552, 9909107747, 395007,Gujarat,Khushaboo Enterprise
MAXXIS, Tofik Pathan,Surat,," Shop No. 17/18, Jalaram Market, Main Road, Nr.govt. High School ",2805, 7984641599, 296240,Gujarat,Kismat Auto Tyres
MAXXIS, SANDIP KUMAR SHIVAJI PATIL,SURAT,," SHOP NO L/2,CHANDNI CHAWK APPT , PIPLOD",5052, 9924386810, 395008,Gujarat,MAA AMBIKA CYCLE AND TYRES
MAXXIS, Prakash   Panchal,Surat,," 2803, Near Petrol Pump, Dhobani Naka, Zankhvav Road Mandvi ",2786, 9725291178, 394110,Gujarat,Maruti Tyre And Oil Centre
MAXXIS, PRITESHBHAI JOSHI,Surat,,"  Lambe Hanuman Rd, Kalidas nagar, Varachha, Surat, Gujarat 395006 ",5038, 8000305516, 395006,Gujarat,MASTRAM TYRE
MAXXIS, ATIKBHAI,SURAT,," 11/1004,CHOWK BAZAR,SOPARIGALI ",5056, 9824162634, 395003,Gujarat,NATIONAL TYRES
MAXXIS, Anil Gosami,Surat,," Shop No. 133/2, Dindayal Society, Palanpur Patia, New Palanpur Road, Adajan Dn ",2780, 9825451913, 395009,Gujarat,New Somnath Cycle Mart & Auto Tyre
MAXXIS, Sachin,Surat,," 19,Paras Shopping Center,Kansa Nagar Road,Near Gajera Circle Katargam ",4551, 9879639593, 395004,Gujarat,Om Auto Center
MAXXIS, BHAVIN,SURAT,, SHOP NO.03 GITANAGAR PART;-01 MATRUSHAKTI ROAD ,4973, 9974062667, 395010,Gujarat,PATEL CYCLE AND AUTO TYRE POINT
MAXXIS, VIVEKKUMAR,SURAT,," 3,JYOTI PARK SOCIETY,SURAT KAMREJ ROAD,KAMREJ ",4972, 9714992036, 394185,Gujarat,PATEL TYRE CARE
MAXXIS, AZAZ BHAI,SURAT,," NR. SMC COMPOUND, ANJANA FARM ",4988, 9714736059, 395001,Gujarat,PRAMUKH AUTO GARAGE
MAXXIS, Ritesh Chandarana,Surat,," Shop No. B-19, Swapna Shrushti Complex, Opp. Hyundai Navjivan Motors, Aai Mata Circle, Parvat Patiya, D V Park Society, Yamuna Nagar ",2778, 9687604343, 395010,Gujarat,Rajlaxmi Chandarana Tyres
MAXXIS, Mr. Harsh,Surat,," Shop No. 1 , Squareone sontosa flats, dirajsons chokdi, Althan, Bhatar ",4825, 7383411523, 395007,Gujarat,RIDDHI TYRES
MAXXIS, ANIL MATHUKIYA,SURAT,," U-34/35 D.G.POINT, NEAR-HANUMAN TEMPAL ,PARVAT PATIYA SURAT-10 ",3702, 8485991001, 395010,Gujarat,RK TYRES
MAXXIS, Vijay,Surat,," Plot No.4,Parekhwadi,Opp Kasanagar Near Hindu Milan Mandir , Katargam",4554, 9879451056, 395004,Gujarat,S.k.Tyre Centre
MAXXIS, Jay vyas,Surat,," 26 nakshtra residency , Near Lp savani school",4768, 8347707007, 395009,Gujarat,Sai Ram Tyres
MAXXIS, Bhavin,Surat,," Shop No. G-2, Apple Square, Puna Simada Road , Yogi Chowk",4555, 9687056181, 395006,Gujarat,Sajan Tyres
MAXXIS, Dharmesh  Kahar,Surat,," Nr. Olpad Bus Stand, Mora Bhagal Road,Olpad ",2818, 9427111112, 394540,Gujarat,Saraswati Tyres
MAXXIS, Dipak  Bhatt,Surat,," Sumal Flats, Opposite Saikrupa Society, Near Jay Jalaram Society, Rander Main Road, Rander Main Road, Paribrahma Society, Adajan ",2782, 9374512244, 395009,Gujarat,Sarswati Auto Service
MAXXIS, Jignesh Patiil,Surat,," Opposite Gitanjali Raj Hansh Point, Shop No.2, Hira Panna Shoping Center, Varachha Main Rd, Laxman Nagar, Varachha ",2781, 9727718885, 395006,Gujarat,Shiv Auto Tyre
MAXXIS, SANDEEP PATEL,SURAT,," SHOP NO. A-3,RADHAKRISHNA APT. , ,RAGHUVIR SOC.,AMROLI",5054, 9724176727, 394107,Gujarat,SHIV AUTOMOBILE
MAXXIS, Jaydeep,Surat,," Plot No 1B To 5B,N/R Mangal Wadi ,Kapodra Road,Surat ",4557, 9409057963, 395006,Gujarat,Shivdhara Tyre World
MAXXIS, ASHVINBHAI,SURAT,," 4/5,KRISHNA RESIDENCY , KHOLWAD, TA-KAMREJ",5055, 9724442114, 394185,Gujarat,SHREE KRISHNA TYRES
MAXXIS, DINESHBHAI,SURAT,," 132,DEEPMALA SOC,NEAR RAMNAGAR , RANDER",5057, 9925607540, 395005,Gujarat,SHREE RAM AUTO GARAGE
MAXXIS, Mr. Kalpesh,Surat,," 1,Sun Bunglows,Opp. Haridwar Society,Kalpana Chawla Marg, , New Pal Adajan",4550, 9727799956, 395009,Gujarat,Shree Sai Tyres
MAXXIS, Shailesh   Patel,Surat,," Gujarat Gas Cir, Ankur Society, Muktanand Nagar, Adajan ",2823, 9825127777, 395009,Gujarat,Shreenathji Tyres
MAXXIS, JAGDISH SAVALIYA,SURAT,," SHADE NO.14, SHIV SHAKTI CAMPUS, NEAR KRUSHNA HP PETROL PUMP , BRTS CENAL ROAD,VANMALI WEST JUNCTION, YOGI CHOWK",5049, 9537176427, 395010,Gujarat,SHREENATHJI TYRES & SERVICES
MAXXIS, Annu Patthan,Surat,," Jayraj Society, Plot No. 25, Surat- Hazira Road, Bus Stop No. 3, Ichhapore ",2822, 9328887484, 394510,Gujarat,Star Auto Aligners & Tyres
MAXXIS, AARIFBHAI,SURAT,, ADAJAN PATIA ,5048, 9898168997, 395005,Gujarat,STAR TYRE
MAXXIS, Mr. Mustaffa,Surat,," 8/596-597, Saifee Apt., Shop No.1, Nr. Navsari Bazar, Police Station ",4553, 9427886786, 395003,Gujarat,Super Tyre Service
MAXXIS, Vishal Rakhonde,Surat,, A1 panchwati row house opp rajhans orange palnpur gam road Near Raj whorld shoping senter ,3847, 9913315727, 395009,Gujarat,The bike Zone
MAXXIS, Raj Sorathiya,Surat,," - , -",4834, 9898326284, 395008,Gujarat,The secure
MAXXIS, Kishor,Surat,," 60, Shubham Park Society OPP. BRTS Station , Near Valam Nagar, Simada Gam, Surat, Gujarat",4560, 9909931007, 395006,Gujarat,Tyre Zone
MAXXIS, Manish,Surat,," Near Jalaram Furniture ,Jagdamba Industrial Estate , Kapodra Mangal Wadi ,Varachha Road,Varachha",4561, 7878701313, 395006,Gujarat,Tyre Zone (KAPODRA)
MAXXIS, Ankur    Patel,Surat,," Goldan Plaza Complex, Umamangal Road, Kamrej Charrasta ",2791, 9824214821, 394185,Gujarat,Uma Tyres And Oil
MAXXIS, PRADIPBHAI,Surat,," Dhindoli, Surat ",5037, 9726053264, 394210,Gujarat,UMIYA TYRE
MAXXIS, Janak Vakharia,Surat,," 4, Opp, Maharaja Theater, Singapuri Wadi, Salabatpura ",2779, 9825194900, 395002,Gujarat,Vakson Tyres
MAXXIS, Bhavesh Dadhania,Surat,," Nh-8, Char Rasta, Chikhli, Navsari ",2801, 9727227062, 396521,Gujarat,Vallabhasharay Tyre & Oil
MAXXIS, Mohammad Hanif Minapara,Surendranagar,," Near Reliance Petrol Pump, Rajkot Road, Ratanpar ",3560, 9904450536, 363020,Gujarat,Nawaz Tyre Showroom
MAXXIS, MAYUR SHAH,SURENDRANAGAR,," WADHWAN-KOTHARIYA ROAD , OPP. JAIN DERASAR, NR. SUDWELL SOCIETY, WADHWAN",5262, 9979345888, 363035,Gujarat,YUG AUTOMOTIVE LLP
MAXXIS, Arvindbhai Patel,Talala,, Bus Stand Road ,2404, 9426169732, ,Gujarat,Hindustan Auto
MAXXIS, Mr.  Yogeshbhai R. Pipaliya,Una,," Umiyadham, Gir Ghadhada Road, , Una. Dist - Gir Somnath",5096, 9824712225, 362560,Gujarat,Ghanshyam Tyre Agency
MAXXIS, Rahulbhai Shah,Una,, Opp Bus Stand ,2405, 9428953201, ,Gujarat,Modeshawary Tyres
MAXXIS, Dixit Patel,Vadodara,," Gf-17, Khodiyar Shopping Centre, Near Kayavarhohan Chokadi, Por ",2860, 9327240525, 391243,Gujarat,Ambica Tyres
MAXXIS, Sajeevan Naiyar,Vadodara,," 1, Bindu Flat, Near Vidhyadhan Society, Opp. Shubh Hospital, New Sama Road ",2863, 9924924736, 390024,Gujarat,Anjali Tyre Service
MAXXIS," Nikhil,G.Punjabi",Vadodara,," Pulbari Naka, A.S.Motors , Salatwada Main Road",2981, 9825681143, 390001,Gujarat,Anjali Tyres Sales And Service
MAXXIS, Prakash Jethalal Bopani,Vadodara,," Madan Zapa RD ,Near, Nyay Mandir Vadodara,Gujarat ",4300, 7874411332, 390001,Gujarat,Bopani Cycle And Motor Co.
MAXXIS, Dharmeshbhai Mehta,Vadodara,," G 7 Dhaval Complex , Opp. Shak Market,Salatwada,Vadodara",4490, 9824084134, 390001,Gujarat,Century Auto Agency
