appointment_booking_url,brand,brand_website_store_url,district,email_id,full_address,google_maps_direction_url,manufacturer_unique_id,michelin_certified_centre,phone_number,pincode,state,store_name,website
,MICHELIN,"https://www.michelin.in/auto/dealers/acme-tyre-services?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"GROUND FLOOR, S-009, DEVRAJ CO-OP HOUSING SOCEITY LTD, S.V ROAD, GOREGAON EAST, MUMBAI SUBURBAN400062 MUMBAI","https://www.google.com/maps?daddr=19.148638,72.88109",616630069,1, 9322644196,,,ACME TYRE SERVICES,
,MICHELIN,"https://www.michelin.in/auto/dealers/navandar-agencies?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"New Nagar Road, A/P Sangamner422605 Sangamner","https://www.google.com/maps?daddr=19.142757,72.83582",330679069,1, 02425-223408,,,Navandar Agencies,
,MICHELIN,"https://www.michelin.in/auto/dealers/sunder-tyres-private-limited?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO -10, MANGATRAM COLONY LBS MARG BHANDUP (W)400078 MUMBAI","https://www.google.com/maps?daddr=19.140045,72.93118",416312069,1, 7678032461,,,SUNDER TYRES PRIVATE LIMITED,
,MICHELIN,"https://www.michelin.in/auto/dealers/reliable-tyres764?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"640-B, ADARSH NAGAR, NEW LINK ROAD, JOGESHWARI WEST, MUMBAI400102 MUMBAI","https://www.google.com/maps?daddr=19.14532,72.83132",756116069,0, 9619689133,,,RELIABLE TYRES,
https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-reliable-tyres-andheri-west/appointment?fitter=5f1ec22ce4e15c72518eae21&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/reliable-tyres324?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"690, ADARSH NAGAR,NEW LINK ROADANDHERI (WEST)MUMBAI400102 MUMBAI","https://www.google.com/maps?daddr=19.152,72.827",726386069,1, 7303886258,,,RELIABLE TYRES,https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-reliable-tyres-andheri-west
,MICHELIN,"https://www.michelin.in/auto/dealers/super-janata-automotive3?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP No:2, Umashankar mishra hall, Aarey Road, Aarey Check Naka,  GOREGAON (EAST), MUMBAI, MAHARASHTRA400063 MUMBAI","https://www.google.com/maps?daddr=19.166477,72.85808",723123069,1, 9869007119,,,SUPER JANATA AUTOMOTIVE,
,MICHELIN,"https://www.michelin.in/auto/dealers/kwik-fix-automobiles?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO 34/35,SARODAY NAGAR,WESTERN HIGHWAY,GOREGAON E MUMBAI400063 MUMBAI","https://www.google.com/maps?daddr=19.1674,72.8589",701267069,1, 9987653888,,,KWIK FIX AUTOMOBILES,
,MICHELIN,"https://www.michelin.in/auto/dealers/acme-tyres-service?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"9, DEVRAJ, S.V.ROAD, Near Vijay Sales & Ratna Hotel, GOREGAON (WEST), MUMBAI,400062 MUMBAI","https://www.google.com/maps?daddr=19.163,72.839",131533069,1, 9322644196,,,Acme Tyres Service,
,MICHELIN,"https://www.michelin.in/auto/dealers/asian-tyres2?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"GROUND FLOOR SHOP  NO -4, ELAVIA MANOR CHINCHOLI BUNDER ROAD MALAD WEST MUMBAI400064 MUMBAI","https://www.google.com/maps?daddr=19.178883,72.84371",723118069,1, 9820193245,,,ASIAN TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/auto-wheels?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"5, SHREE GAURAV,90 FT ROAD, OPP CAMPUS HOTEL,MULUND EAST,MUMBAI,400081 MUMBAI","https://www.google.com/maps?daddr=19.157,72.964",131537069,1, 21632321,,,AUTO WHEELS,
https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-tyre-x-mulund-west/appointment?fitter=5d12218e0dae941561e041bb&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-x0?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO. 1&2, SANGEETA ENCLAVE,SARVODYA NAGAR,OPP DUTTA MANDIR, MULUND(W),MUMBAI,400080 MUMBAI","https://www.google.com/maps?daddr=19.173,72.943",132114069,1, 8929100573,,,TYRE X,https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-tyre-x-mulund-west
,MICHELIN,"https://www.michelin.in/auto/dealers/popular-tyres-and-access3?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO. 1 & 2, LINKWAY ESTATE, CO-OP SOCIETY LTD.  NEW LINK ROAD, Next to CHINCHOLI FIRE STATTION MALAD (W)400064 MUMBAI","https://www.google.com/maps?daddr=19.187,72.841",723047069,1, 022-66938893,,,POPULAR TYRES AND ACCESS,
,MICHELIN,"https://www.michelin.in/auto/dealers/lakshmi-tyres47?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"PLOT NO -71, SHOP NO -24, ARENJA CORNER, SECOTOR -17. VASHI MUMBAI CITY400703 VASHI","https://www.google.com/maps?daddr=19.0723,73.0007",723135069,1, 7208498828,,,LAKSHMI TYRES,
https://www.tyres-n-services.in/dealers/navi-mumbai/michelin-tyres-services-punjab-tyre-sole-nerul/appointment?fitter=5d12206a0dae941561e03f81&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/punjab-tyre-sole?search=Mumbai,%20Maharashtra,%20India",Mumbai,,SHOP NO -20 ARENJA CORNER SECTOR-17 VASHI NAVI MUMBAI400703 NAVI MUMBAI,"https://www.google.com/maps?daddr=19.073292,73.00188",132210069,1, 8929100539,,,PUNJAB TYRE SOLE,https://www.tyres-n-services.in/dealers/navi-mumbai/michelin-tyres-services-punjab-tyre-sole-nerul
,MICHELIN,"https://www.michelin.in/auto/dealers/four-seasons-automobiles-pvt-ltd?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Arch # 25-28 Lower E Moses Road,Under the Mahalaxmi Race Course Bridge, Mahalaxmi400034 Mumbai","https://www.google.com/maps?daddr=18.975582,72.81309",431185069,1, 9930932327,,,Four Seasons Automobiles Pvt Ltd,
,MICHELIN,"https://www.michelin.in/auto/dealers/cherry-agencies-pvt-ltd30?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO. 1,2,3,4, BALAJI DARSHAN, SECTOR 2A, PLOT NO. 57A & 57B, NEAR DHRU MOTORS, KOPARKHAIRANE,  NAVI MUMBAI MAHARASHTRA400709 NAVI MUMBAI","https://www.google.com/maps?daddr=19.111086,73.0026",131430069,1, 9594334333,,,CHERRY AGENCIES PVT LTD.,
,MICHELIN,"https://www.michelin.in/auto/dealers/universal-tyres2?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Shop No. 2, Plot No. 67/68 Bhawani Complex, Near Parnav Hotel, Sector 19A, Vashi400703 VASHI","https://www.google.com/maps?daddr=19.09018,73.00804",723205069,1, 9320453300,,,UNIVERSAL TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/pal-tyres?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"209, NEAR APSARA CINEMA. LAMINGTON ROAD, GRANT ROAD MUMBAI400007 MUMBAI","https://www.google.com/maps?daddr=18.963,72.81757",431320069,1, 9820061753,,,PAL TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/premier-tyre-service1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Shop No 24, Jethabhai Bldg.,18, Bomanji Petit Road, Parsi Hospital Lane,400036 MUMBAI","https://www.google.com/maps?daddr=18.96509,72.80504",131557069,1, 9820238806,,,PREMIER TYRE SERVICE,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-zone76?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"UNIT NO -8, GR FLOOR CROWN W/H PVT LTD PLOT NO-11, SECTOR NO -19-C, VASHI400703 NAVI MUMBAI","https://www.google.com/maps?daddr=19.043877,73.01235",723143069,1, 9867160062,,,TYRE ZONE,
,MICHELIN,"https://www.michelin.in/auto/dealers/balaji-wheels1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO 4/5, GROUND FLOOR SAI GANESH, SEC-6, NERUL WEST NERUL NODE-II, NAVI MUMBAI400706 NAVI MUMBAI","https://www.google.com/maps?daddr=19.043583,73.01238",723133069,1, 9892359505,,,BALAJI WHEELS,
,MICHELIN,"https://www.michelin.in/auto/dealers/metro-vulcanizing-works?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"6, PARMANAND BUILDING, FRENCH BRIDGE, CHOWPATTY400007 MUMBAI","https://www.google.com/maps?daddr=18.957365,72.81313",330675069,1, 9821404052,,,METRO VULCANIZING WORKS,
,MICHELIN,"https://www.michelin.in/auto/dealers/supreme-tyres-accessories-pc1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"DEV MILAN, LBS MARG, OPP. RAHEJA GARDENS, THANE (W), MAHARASHTRA400606 THANE","https://www.google.com/maps?daddr=19.18623,72.95934",723155069,1, 9821552231,,,SUPREME TYRES & ACCESSORIES PC,
,MICHELIN,"https://www.michelin.in/auto/dealers/national-eco-fuel-services0?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO.36, GOKUL CONCORD TOWER, WESTREN EXPRESS HIGHWAY, THAKUR VILLAGE, KANDIVALI€ MUMBAI400101 MUMBAI","https://www.google.com/maps?daddr=19.21425,72.86877",723121069,1, 9322515333,,,NATIONAL ECO FUEL SERVICES,
,MICHELIN,"https://www.michelin.in/auto/dealers/discovery-tyres?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO -18, THER DISCOVERY BUILDING No -9, DATTA PADA ROAD, BORIVALI EAST MUMBAI408066 MUMBAI","https://www.google.com/maps?daddr=19.222198,72.85995",399420069,1, 9821879162,,,DISCOVERY TYRES,
https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-mahesh-tyres-chandanwadi/appointment?fitter=5d121eb70dae941561e03c36&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/mahesh-tyres?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Shop No 2/3, Akshata Apts, Almeida Road, Chandanwadi, Almeda Road, Thane(W)400601 Thane","https://www.google.com/maps?daddr=19.196909,72.9696",132213069,1, 8588898945,,,Mahesh Tyres,https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-mahesh-tyres-chandanwadi
,MICHELIN,"https://www.michelin.in/auto/dealers/premji-motors-private-limited?search=Mumbai,%20Maharashtra,%20India",Mumbai,,BARAF COMPOUND CHITALSAR MANPADA G.B ROAD THANE (WEST)400607 THANE,"https://www.google.com/maps?daddr=19.196207,72.97454",431352069,1,,,,PREMJI MOTORS PRIVATE LIMITED,
,MICHELIN,"https://www.michelin.in/auto/dealers/karisma-batteries?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO -10, NIMESH KUNJ, SVP ROAD BORIVALI MUMBAI SUBURBAN400095 MUMBAI","https://www.google.com/maps?daddr=19.229362,72.84676",460823069,1, 9820616030,,,KARISMA BATTERIES,
,MICHELIN,"https://www.michelin.in/auto/dealers/bharat-auto-service?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHIVAJI MAHARAJ MARG,BEHIND REGAL CINEMA, COLABA,MUMBAI,MAHARASHTRA400001 MUMBAI","https://www.google.com/maps?daddr=18.925,72.832",131549069,1, 9321577774,,,BHARAT AUTO SERVICE,
,MICHELIN,"https://www.michelin.in/auto/dealers/royal-tyres-batteries?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP  NO -16, BRAHMA COM, PLOT NO -56, SEC-15, BELAPUR NAVI MUMBAI THANE400614 NAVI MUMBAI","https://www.google.com/maps?daddr=19.009876,73.03416",425000069,1, 8689939116,,,ROYAL TYRES & BATTERIES,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-experts1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"1ST FLOOR, A-137, BALAJI BHAVAN PLOT NO-44A, THANE400614 THANE","https://www.google.com/maps?daddr=19.017332,73.03854",718362069,1, 9920841571,,,TYRE EXPERTS,
https://www.tyres-n-services.in/dealers/thane/michelin-tyres-car-service-premji-motors-pvt-ltd-kapurbawdi/appointment?fitter=5d1220370dae941561e03f23&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/premji-motors-private-limited6?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Arya Estate, Old Agra Road, Near Kapurbawdi Big Bazaar, Next to Vardhaman Garden and Vee Care Hospital, Balkum, Thane400608 Thane","https://www.google.com/maps?daddr=19.209902,72.98534",328814069,1, 8929100533,,,PREMJI MOTORS PRIVATE LIMITED,https://www.tyres-n-services.in/dealers/thane/michelin-tyres-car-service-premji-motors-pvt-ltd-kapurbawdi
,MICHELIN,"https://www.michelin.in/auto/dealers/suraksha-auto-service-center-pcr1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"HOTEL QUALITY COMPLEX, NEAR HOMEOPATHY MEDICAL COLLEGE, NARANGI BY PASS ROAD, VIRAR, MAHARASHTRA401303 THANE","https://www.google.com/maps?daddr=19.249372,72.86119",723129069,1, 9867353353,,,SURAKSHA AUTO SERVICE CENTER PCR,
,MICHELIN,"https://www.michelin.in/auto/dealers/virani-tyres6?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"31, BHOOMI TOWER, PLOT NO 28, SEC-4, KHARGHAR NAVI MUMBAI, MAHARASHTRA410210 NAVI MUMBAI","https://www.google.com/maps?daddr=19.033224,73.06282",723144069,1, 9322273471,,,VIRANI TYRES,
https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-bombay-tyres-ketkipada/appointment?fitter=5d121e180dae941561e03b21&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/bombay-tyres9?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"NEAR DAHISAR CHECK NAKA,OPP: WIRELESS STATION,S.V. ROAD,DAHISAR (WEST),MUMBAI400068 MUMBAI","https://www.google.com/maps?daddr=19.256,72.855",132116069,1, 9711989401,,,BOMBAY TYRES,https://www.tyres-n-services.in/dealers/mumbai/michelin-tyres-services-bombay-tyres-ketkipada
,MICHELIN,"https://www.michelin.in/auto/dealers/j-s-tyres-and-wheels1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"KABARA GALAXY STAR ONE HSG SOCIETY, SHOP NO 9 BRAHMAND, GHODBUNDER ROAD, KOLSHET, THANE WEST400607 THANE","https://www.google.com/maps?daddr=19.24557,72.97982",731371069,1, 7045930102,,,J S TYRES AND WHEELS,
https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-diwan-auto-care-manpada/appointment?fitter=5f1ec691e4e15c72519043cd&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/diwan-auto-care-llp?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO 16, B WING SAGAR RESIDENCY, ANAND NAGAR, GB ROAD, THANE400607 THANE","https://www.google.com/maps?daddr=19.261711,72.9654",611601069,1, 7303886260,,,DIWAN AUTO CARE LLP,https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-diwan-auto-care-manpada
,MICHELIN,"https://www.michelin.in/auto/dealers/bhawani-tyre-services6?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO:-D/6 NEW GOLDEN NEST, PHASE NOT 10 SONAM SAGAR KASHIMMIRA ROAD BHAYANDER401105 MUMBAI","https://www.google.com/maps?daddr=19.30639,72.86832",730042069,1, 7977935480,,,BHAWANI TYRE SERVICES,
https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-s.v.tyres-dombivali/appointment?fitter=5d1220840dae941561e03fb4&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/s-v-tyres0?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO. 21-22,KDMC SPORTS COMPLEX,GHARDA CIRCLE, KALYAN ROAD,DOMBIVLI,421203 DOMBIVLI","https://www.google.com/maps?daddr=19.214,73.103",132214069,1, 8929100542,,,S.V.TYRES,https://www.tyres-n-services.in/dealers/thane/michelin-tyres-services-s.v.tyres-dombivali
,MICHELIN,"https://www.michelin.in/auto/dealers/national-ok-tyres6?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"MUMBAI - POONA ROAD,PALASPA PHATA, POST ONGCPANVEL,MAHARSHATRA410221 PANVEL","https://www.google.com/maps?daddr=18.970783,73.131584",132037069,1, 022-32066248,,,NATIONAL OK TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/chander-tyres1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO: 887, SHASTRI CHOWK, SECTION 17, ULHASNAGAR, DIST. THANE, MAHARASHTRA421003 ULHASNAGAR","https://www.google.com/maps?daddr=19.228628,73.15884",723134069,1, 9822659681,,,CHANDER TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/nirankari-tyres6?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"SHOP NO.788,SECTION-17,NEAR H.P PETROL PUMP,ULHASNAGAR, DISTT. THANE,421003 ULHASNAGAR","https://www.google.com/maps?daddr=19.221512,73.16446",132047069,1, 0251-2569712,,,NIRANKARI TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/girnar-tyre-service3?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"GROUND FLOOR, SHOP NO -7, REJOY SHOPS REVENUE VILLAGE MANIKPUR VASAI WEST PALGHAR401202 VASAI","https://www.google.com/maps?daddr=19.385315,72.82722",723120069,1, 9890211569,,,GIRNAR TYRE SERVICE,
,MICHELIN,"https://www.michelin.in/auto/dealers/vishnu-enterprises4?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"GALA NO -03, SATIWALI ONXX TRIRUPATI IND. VASAI EAST, PALAGHAR401208 VASAI","https://www.google.com/maps?daddr=19.4059,72.862",611599069,1, 9322922614,,,VISHNU ENTERPRISES,
,MICHELIN,"https://www.michelin.in/auto/dealers/malhotra-tyres7?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"BLDG :-7 FALT NO:--66, Mahvir Chamebr Boisar PALGHAR401501 PALGHAR","https://www.google.com/maps?daddr=19.43228,72.7743",723247069,1, 9890435844,,,MALHOTRA TYRES,
https://www.tyres-n-services.in/dealers/alibaug/michelin-tyres-services-mahalaxmi-agencies-pimpalbhat/appointment?fitter=5d121fb80dae941561e03e24&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/mahalaxmi-agencies?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"NEAR SIMRAN MOTERS, SHOP NO.3, PIMPAL BHAT, CHENDHARE,  ALIBAG, RAIGAD, MAHARASHTRA402201 ALIBAUG","https://www.google.com/maps?daddr=18.652792,72.882805",132211069,1, 8929100518,,,Mahalaxmi Agencies,https://www.tyres-n-services.in/dealers/alibaug/michelin-tyres-services-mahalaxmi-agencies-pimpalbhat
,MICHELIN,"https://www.michelin.in/auto/dealers/nanda-tyres3?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"MUMBAI PUNE ROAD, B1 GAVLIWADA LONAVALA PUNE410401 LONAVALA","https://www.google.com/maps?daddr=18.755024,73.40742",626559069,1, 9960511194,,,NANDA TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-world1?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"Shop No -3, Gurudatta Apartment, Kacheri Road, Near Kedarnath Lokmanya Nagar Palghar401404 Palghar","https://www.google.com/maps?daddr=19.69165,72.771286",428684069,1, 9850052127,,,Tyre World,
,MICHELIN,"https://www.michelin.in/auto/dealers/vakratund-tyres?search=Mumbai,%20Maharashtra,%20India",Mumbai,,"1, G No 2638/1, Ground Floor Mumbai Pune High Way Vadgaon Pune412106 Talegaon","https://www.google.com/maps?daddr=18.731363,73.53631",432134069,1, 7350506600,,,Vakratund Tyres,
,MICHELIN,"https://www.michelin.in/auto/dealers/ravi-tyres2?search=Akola,%20Maharashtra,%20India",Akola,,"RANPISE NAGAR CHOWK, OPP KUNAL COMMERCIAL COMPLEX444001 AKOLA","https://www.google.com/maps?daddr=20.709553,77.011826",731825069,1, 9823061790,,,RAVI TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/punjab-tyres9?search=Akola,%20Maharashtra,%20India",Akola,,R.T.O ROAD GAUTAM NAGAR AKOLA444001 AKOLA,"https://www.google.com/maps?daddr=20.69737,77.01932",416327069,1, 9822691419,,,PUNJAB TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/ajmera-tyres-pvt-ltd4?search=Akola,%20Maharashtra,%20India",Akola,,"C-10, SATURNA INDUSTRIAL ESTATE, BADNERA ROAD, SAI NAGAR, AMRAVATI444606 AMRAVATI","https://www.google.com/maps?daddr=20.905392,77.749245",723213069,1, 8882779999,,,AJMERA TYRES PVT LTD,
